protocol,domain_name,address,long_url,having_@_symbol,redirection_//_symbol,prefix_suffix_seperation,sub_domains,having_ip_address,shortening_service,https_token,web_traffic,domain_registration_length,dns_record,age_of_domain,statistical_report
https,www.simplypsychology.org,psychosexual.html,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.Cisco.com,c/en/us/support/docs/ip/network-address-translation-nat/13776-6.html,1,0,0,0,0,0,0,0,0,1,0,0.0,0
http,tunein.com,radio/NBC-Nightly-News-p107340/,0,0,0,0,0,0,0,0,0,1,0,0.0,0
http,www.zeroenergydesign.com,passive%20solar%20cooling.html,1,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.cevital.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,community.linksys.com,t5/Wireless-Routers/Invalid-MAC-Address-Format-Error/td-p/79003,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,anna-volkova.blogspot.com,,0,0,0,1,0,0,1,0,1,1,1,1.0,0
https,ofival.es,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
https,www.maisonae.fr,jardin-et-bricolage/nettoyeur-haute-pression/,1,0,0,0,0,0,0,0,1,1,0,1.0,0
http,www.emi-shielding.net,,0,0,0,1,0,0,0,0,1,0,0,0.0,0
https,webdesignmarket.com.au,,0,0,0,0,0,0,1,0,1,1,0,1.0,0
https,www.sotio.com,,0,0,0,0,0,0,0,0,1,1,0,0.0,0
https,www.fluter.de,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
https,www.gamestop.no,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
http,learningenglish.voanews.com,a/google-hidden-games/3614935.html,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.thrillist.com,venue/drink/austin/bar/hopdoddy-burger-bar,1,0,0,0,0,0,1,0,0,0,0,0.0,0
http,pu.edu.pk,,0,0,0,0,0,0,0,0,0,1,0,1.0,0
https,www.vacuumsguide.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.byggmax.no,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
https,collegegrad.com,careers/computer-network-architects,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.softsea.com,review/Text-File-Splitter.html,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,en.wikipedia.org,wiki/Baptismal_font,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.androidcentral.com,best-android-file-managers,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.worldpress.org,specials/Iraq/unscr678.htm,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,ru.godaddy.com,whois,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.piano-lessons-for-life.com,piano-keyboard-layout.html,1,0,0,1,0,0,0,0,1,1,0,0.0,1
https,vantlenatel.files.wordpress.com,2015/07/friday-tv-schedule-nbc.pdf,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.wootware.co.za,,0,0,0,0,0,0,0,0,0,1,0,1.0,0
https,www.ecotel.co.za,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
http,www.nbc.com,schedule,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,forum.ethereum.org,discussion/2165/cloud-gpu-mining-with-amazon-aws-ec2,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.csgnetwork.com,ipinfocalc.html,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.snagajob.com,job-descriptions/server/,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.couponchief.com,optionsxpress,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,janegrok.wordpress.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,en.wikipedia.org,wiki/Open_Source_Hardware_Association,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.tsmplug.com,tennis/australian-open-prize-money/,1,0,0,0,0,0,0,0,1,0,0,0.0,0
http,searchsqlserver.techtarget.com,definition/schema,1,0,0,0,0,0,1,0,0,0,0,0.0,0
https,www.directrelief.org,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.mathopenref.com,linesegment.html,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.instructables.com,id/Popsicle-Stick-Bridge/,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.tumblr.com,safe-mode?url=https%3A%2F%2Fbuttercup-queen.tumblr.com%2F,1,0,0,0,0,0,0,1,0,0,0,0.0,0
http,utlm.org,onlineresources/twelveoxenbaptismalfont.htm,1,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.432player.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.healthrid.org,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.vincheckup.com,,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,shippingandfreightresource.com,port-and-starboard-on-a-ship/,1,0,0,0,0,0,0,0,1,0,0,0.0,0
https,ru.wikipedia.org,wiki/Windows_Movie_Maker,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,en.m.wikipedia.org,wiki/Passive_agressive,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.wincalendar.com,,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,cathaskueche.wordpress.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.memeglobal.com,,0,0,0,0,0,0,0,0,1,1,0,0.0,0
https,www.gratis-in-berlin.de,,0,0,0,1,0,0,0,0,1,1,0,1.0,0
https,provenancewines.com.au,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
http,www.wakeonlan.ru,rus/kb/tech/wakeonlan.php,0,0,0,0,0,0,0,0,1,1,0,0.0,0
https,aws.amazon.com,blogs/aws/new-p2-instance-type-for-amazon-ec2-up-to-16-gpus/,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,airwater.co.za,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
http,www.imdb.com,Title?0097081,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.opentable.com,mimosa-grill,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,en.wikipedia.org,wiki/DNA_(Kendrick_Lamar_song),1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.kotikokki.net,,0,0,0,0,0,0,0,0,1,1,0,0.0,0
https,www.theguardian.com,media-network/series/digital-marketing,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,bhaktimarga.hu,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
https,www.resilienz.at,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
http,idocall.com,error-detection/digital-error-detection-and-correction-techniques.html,1,0,0,0,0,0,0,0,1,1,1,1.0,1
https,www.w3schools.com,jS/js_switch.asp,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,en.wikipedia.org,wiki/Segmentation,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,frontier.ac.uk,Publications/Files/2014_04_17_15_34_41_698.pdf,1,0,0,0,0,0,0,0,1,1,0,1.0,0
https,www.inopressa.ru,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,yfm.lk,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
https,www.toysrus.no,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
https,www.facebook.com,SaversBank,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.rythmosfm.gr,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
http,www.mhhe.com,uop/obrien9e/student/olc/graphics/obrien9emis/ch06/slideshows/np/sld013.htm,1,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.lesgrandsclassiques.fr,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
https,www.monroeblvd.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.gameflare.com,multiplayer-games/,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.1001freefonts.com,blackletter-fonts.php,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,feemebikeshop.com.ar,,0,0,0,0,0,0,0,0,1,1,0,0.0,0
http,www.8bitdash.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.windstreambusiness.com,shop/products/wa/seattle,1,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.imdb.com,Title?0130885,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,beta.tastemakersafrica.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.typosfera.net,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.true-piano-lessons.com,free-piano-lessons.html,1,0,0,1,0,0,0,0,1,0,0,0.0,0
http,www2.gol.com,users/fmyers/Media/Courses/IH2/Voltaire/Voltaire_outline.pdf,1,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.auto-re.cz,,0,0,0,1,0,0,0,0,1,0,1,1.0,0
http,www.businessdictionary.com,definition/office-automation.html,1,0,0,0,0,0,0,0,1,0,0,0.0,1
http,www.teatroscanal.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,help.ubuntu.com,community/Mobile%20Broadband%20Internet%20USB%20Adapters,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.musiclipse.com,,0,0,0,0,0,0,0,0,1,1,0,0.0,0
https,www.bodybuilding.com,fun/20-best-healthy-protein-pancake-recipes.html,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,en.wikipedia.org,wiki/NBC_Nightly_News,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.leg.state.mn.us,lrl/histleg/spsess,0,0,0,0,1,0,0,0,0,1,0,0.0,0
http,www.nokia.com,hu_hu/phones/nokia-3310,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,en.wikipedia.org,wiki/Category:Multimedia_software,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,diesel.ie,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
https,en.wikipedia.org,wiki/Computer_hardware,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,commons.wikimedia.org,wiki/Computer_mouse,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.techopedia.com,definition/25331/image-scanner,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,whatis.techtarget.com,definition/DNS-Security-Extensions-DNSSEC,1,0,0,0,0,0,1,0,0,0,0,0.0,0
http,en.rfwiki.org,wiki/Word_processor,0,0,0,0,0,0,0,0,1,0,0,0.0,1
https,www.gamespot.com,nintendo-switch/,0,0,0,0,0,0,1,0,0,0,0,0.0,0
http,www.techradar.com,news/networking/routers-storage/best-router-9-top-wireless-routers-on-test-1090523,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.thekungfustudio.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.slideshare.net,greeshma6225/traffic-alert-and-collision-avoidance-system,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,ccmservicios.com.mx,,0,0,0,0,0,0,0,0,1,1,0,0.0,0
https,www.dcrainmaker.com,,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.groovypost.com,howto/enable-wake-on-lan-in-windows-8/,1,0,0,0,0,0,1,0,0,0,0,0.0,0
https,www.repeaterstore.com,pages/wifi-booster-repeater-extender-differences,1,0,0,0,0,0,0,0,1,0,0,0.0,0
https,loringward.envestnet.com,secure/app.jsp?_channel=lw&b=yes,1,0,0,0,0,0,1,0,0,0,0,0.0,0
https,www.shoutmeloud.com,delete-google-search-history.html,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.theautochannel.com,cybercast/crt/,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,histoirespapou.over-blog.com,,0,0,0,1,0,0,0,0,1,0,0,0.0,0
https,www.top10coins.pro,page/?partner=index.html,0,0,0,0,0,0,0,0,1,1,0,0.0,0
https,www.learnnext.com,user/signUpNew.htm,0,0,0,0,0,0,1,0,1,0,0,0.0,0
http,webchat.freenode.net,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.sardogsus.org,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.claroshop.com,geo.html,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.theclubmap.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,aws.amazon.com,cloudfront/,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.thehut.com,,0,0,0,0,0,0,1,0,0,0,0,0.0,0
http,www.pmi.pl,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.dell.com,downloads/global/products/pwcnt/en/nic-intel-ethernet-x520-kx4-pb.pdf,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.china-family-adventure.com,,0,0,0,1,0,0,0,0,1,0,0,0.0,0
http,heroes-fansubs.blogspot.com,,0,0,0,1,0,0,1,0,1,1,1,1.0,0
http,testmy.net,,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,kamagrabestellen.nl,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
http,engineering.wikia.com,wiki/Electric_power_transmission,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.youtube.com,watch?v=g0LFBM3hOLs,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.ranker.com,list/greatest-gay-icons-in-film/celebrity-lists,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,ontslag.nl,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
https,www.freioel.de,de/,0,0,0,0,0,0,0,0,1,1,0,1.0,0
http,www.greennet.org.uk,support/open-source-vs-proprietary-software,1,0,0,0,0,0,0,0,1,0,0,,0
https,www.stresni-nosice.cz,,0,0,0,1,0,0,0,0,1,1,0,0.0,0
http,document.online-convert.com,convert-to-ppt,0,0,0,1,0,0,1,0,0,0,0,0.0,0
http,math.tutorvista.com,calculus/domain-and-range-of-a-function.html,1,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.optus.com.au,shop/support/answer?answerId=1842&question=%20&typeId=6,1,0,0,0,0,0,0,0,0,1,0,1.0,0
http,mucins.weebly.com,13-protocols-and-standards.html,1,0,0,0,0,0,0,0,1,1,0,0.0,0
http,www.thefreedictionary.com,domain+name,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.computerhope.com,pinghlp.htm,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.loudtronix.co,search/mask-off-future,0,0,0,0,0,0,1,0,1,1,0,0.0,0
http,fairfurlong.schooljotter2.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,money.usnews.com,careers/best-jobs/computer-network-architect,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.zotero.org,portandstarboard,0,0,0,0,0,0,0,0,0,1,0,0.0,0
https,altcommaibrid.files.wordpress.com,2015/10/peer-to-peer-airplay-instructions.pdf,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.everytalk.org,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,dictionary.sensagent.com,Text%20corpus/en-en/,0,0,0,0,0,0,1,0,0,0,0,0.0,0
http,www.medicalert.org,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.tutorialspoint.com,software_architecture_design/software_architecture_design_tutorial.pdf,1,0,0,0,0,0,1,0,0,0,0,0.0,0
http,www.schrockguide.net,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.elegant-travel.de,,0,0,0,1,0,0,0,0,1,1,0,1.0,0
https,en.wikipedia.org,wiki/Nokia_3310,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.networkandwebsolutions.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,plus.google.com,+DarrenMcLoughlin/posts/5wy6peQQJkk,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,dragonsorcsandgeeks.tumblr.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,en.m.wikipedia.org,wiki/Gateway_Motorsports_Park,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,helpguide.org,articles/memory/age-related-memory-loss.htm,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.savethechildren.org,site/c.8rKLIXMGIpI4E/b.8846449/apps/s/link.asp,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.moviefanatic.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.thefair.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.lunarium.co.uk,calendar/gardening.jsp,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,pokkesaves.blogspot.com,,0,0,0,0,0,0,1,0,1,1,1,1.0,0
http,www.celloshop.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,en.wikipedia.org,wiki/Food_processing,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.metro.cz,,0,0,0,0,0,0,0,0,1,1,0,0.0,0
http,translate.academic.ru,SAVER/en/ru/,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.gnu.org,s/emacs/manual/html_node/elisp/Standard-Hooks.html,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.jeyamohan.in,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.uksca.org.uk,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,propertyhunter.qa,,0,0,0,0,0,0,0,0,0,1,0,1.0,0
http,www.healthcaresalaryonline.com,mri-salary.html,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.meilleur-vin-provence.com,,0,0,0,1,0,0,0,0,1,0,0,0.0,0
https,hartmaddox.tumblr.com,#_=_,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.senzalaimoveis.com.br,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,cran.r-project.org,web/packages/tm/vignettes/tm.pdf,1,0,0,1,0,0,0,0,0,0,0,0.0,0
http,www.thefreedictionary.com,mimosa,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.homeandlearn.co.uk,NET/nets4p10.html,0,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.howtoforge.com,tutorial/accessing-parallel-ports-on-linux/,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,military.wikia.com,wiki/United_States_Pacific_Fleet,1,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.city-data.com,city/Lorain-Ohio.html,0,0,0,1,0,0,0,0,0,0,0,0.0,0
http,www.xe.com,currency/nio-nicaraguan-cordoba,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.lancaster.ac.uk,fass/projects/corpus/ZJU/xCBLS/chapters/B01.pdf,1,0,0,0,0,0,0,0,0,1,0,1.0,0
http,www.thechurchillobserver.com,,0,0,0,0,0,0,0,0,1,1,0,0.0,0
http,www.calculatorsoup.com,calculators/math/index.php,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.wikiwiseman.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,kiwiirc.com,client,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,hmt.es,CCNA%20For%20Dummies.pdf,0,0,0,0,0,0,0,0,1,1,0,1.0,0
http,www.rcn.com,new-york/high-speed-internet/,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,www.swpc.noaa.gov,impacts/electric-power-transmission,1,0,0,0,0,0,0,0,0,1,0,1.0,0
http,www.sexinfo101.com,sp_bodyguard.shtml,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,www.crookcustomguitars.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
https,www.englishforums.com,English/PluralOfComputerMouse/hxdbl/post.htm,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,www.baku.ru,,0,0,0,0,0,0,0,0,1,1,0,0.0,0
http,search.yahoo.com,tablet/s?p=digital+camera+walmart&ei=UTF-8&fr2=rs-bottom%2Cp%3As%2Cv%3Aw%2Cm%3Aat-s&b=11&pz=10&xargs=0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
https,sites.google.com,a/ramapocentral.net/sms,0,0,0,0,0,0,0,0,0,0,0,0.0,0
http,blog.stevenocchipinti.com,2015/04/04/configuring-a-hdmi-cec-remote-in-kodi/,1,0,0,0,0,0,0,0,1,0,0,0.0,0
https,chibacurling.jimdo.com,,0,0,0,0,0,0,0,0,1,0,0,0.0,0
http,aasanetidende.no,,0,0,0,0,0,0,0,0,1,1,0,1.0,0
