"protocol","domain_name","address","long_url","having_@_symbol","redirection_//_symbol","prefix_suffix_seperation","sub_domains","having_ip_address","shortening_service","https_token","web_traffic","domain_registration_length","dns_record","age_of_domain","statistical_report"
"https","www.provenancevineyards.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.online-tech-tips.com","computer-tips/how-to-change-mac-address/",1,0,0,1,0,0,0,0,0,0,0,0,0
"http","www.enkiquotes.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","answers.yahoo.com","question/index?qid=20060914152716AAZTOSo",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.chiostrodelbramante.it",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","yummy-cummy-in-my-tummy.tumblr.com",,0,0,0,1,0,0,0,0,1,0,0,0,0
"http","www.j-net.cn","cms",0,0,0,1,0,0,0,0,0,0,0,0,0
"http","press-preview.weebly.com",,0,0,0,1,0,0,0,0,1,1,0,0,0
"http","taccs.hu",,0,0,0,0,0,0,0,0,0,1,0,1,0
"http","wiki.openstreetmap.org","wiki/Databases_and_data_access_APIs",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.merriam-webster.com","dictionary/tabloid",0,0,0,1,0,0,0,0,0,0,0,0,0
"https","www.bls.gov","oes/current/oes292035.htm",0,0,0,0,0,0,0,0,0,1,0,1,0
"https","ru.wikipedia.org","wiki/MultiMedia_Card",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","searchnetworking.techtarget.com","tip/Comparisons-of-coaxial-cable-fiber-optic-cable-and-twisted-pair-cable",1,0,0,0,0,0,1,0,0,0,0,0,0
"https","www.provenancevineyards.com","our-wines",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","support.brother.com","g/s/id/pdf_pub/faq/faq002478/en/Scan_To_FTP.pdf",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.excel-easy.com","examples/shortest-path-problem.html",1,0,0,1,0,0,0,0,0,0,0,0,0
"http","stattrek.com","statistics/dictionary.aspx?definition=standard%20error",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.flaticon.com","free-icons/parking_403",0,0,0,0,0,0,0,0,0,1,0,0,0
"http","www.bobsplans.com","FreeDownloads/RouterTable.pdf",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","en.wikipedia.org","wiki/NIC_Bank",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.history.com","topics/american-civil-war/gettysburg-address",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","remontka.pro","mac-address/",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","en.wikipedia.org","wiki/Gateway",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","twitter.com","mimosagrillclt",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.calculate.co.il",,0,0,0,0,0,0,0,0,0,0,0,1,0
"http","www.whio.com","news/local/thief-breaks-into-save-lot-steals-steaks-dayton/dX1YgaOZ7zmj18bPd4tU6L/",1,0,0,0,0,0,0,0,0,1,0,0,0
"https","www.markspcsolution.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.mummyandmini.com",,0,0,0,0,0,0,0,0,1,1,0,0,0
"https","www.showplaceicon.com","Browsing/Cinemas/Details/8863",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","securityxploded.com","router-password-kracker.php",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.ilovefreesoftware.com","16/featured/5-best-free-network-packet-sniffer.html",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","apshop.vn",,0,0,0,0,0,0,0,0,0,1,0,1,0
"https","www.facebook.com","thekeyboardcat",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.soul-flower.com",,0,0,0,1,0,0,0,0,0,0,0,0,0
"http","www.tech-faq.com","mms.html",0,0,0,1,0,0,0,0,0,0,0,0,0
"http","sniz.porn",,0,0,0,0,0,0,0,0,0,1,0,1,0
"http","www.inquirelive.co.uk",,0,0,0,0,0,0,0,0,1,0,0,0,0
"https","www.wordnik.com","words/blackletter",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.gadgetzone.com.my",,0,0,0,0,0,0,0,0,1,1,0,1,0
"http","ru.dictionarist.com","iconoclast",0,0,0,0,0,0,1,0,0,0,0,0,0
"http","smallbusiness.chron.com","enabling-google-chrome-menu-bar-78783.html",1,0,0,0,0,0,0,0,0,1,0,0,0
"https","coderwall.com","p/kvzbpa/don-t-use-array-foreach-use-for-instead",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.wealthdaily.com","articles/nokia-stock/2147",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.emploi-petrole.com",,0,0,0,1,0,0,0,0,0,0,0,0,0
"http","dic.academic.ru","dic.nsf/ruwiki/1425594",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.biology4kids.com","files/cell2_activetran.html",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.namecheap.com","domains/registration.aspx",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.zeitschriften-abo.de","DE/NVG/",0,0,0,1,0,0,0,0,1,1,0,1,0
"https","security.radware.com","ddos-knowledge-center/DDoSPedia/command-and-control-server/",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.iconfinder.com","icons/858729/computer_mouse_icon_computer_mouse_line_icon_mouse_mouse_icon_mouse_line_icon_icon",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.audioenglish.org","dictionary/resolution.htm",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.speedcamupdates.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.parkwhiz.com","p/new-york-parking/map/",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.routeralley.com","guides/nat.pdf",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","barbo.sk",,0,0,0,0,0,0,0,0,1,0,0,0,0
"http","www.vpi.us","cat5-5e-6-standards.html",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","fitnessista.com","the-perfect-protein-pancake/",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","animaldiversity.org","accounts/Mus_musculus/",0,0,0,0,0,0,0,0,0,1,0,0,0
"https","www.walmart.com","c/ep/cat6-ethernet-cables",0,0,0,0,0,0,1,0,0,0,0,0,0
"http","science.howstuffworks.com","warp-speed2.htm",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.sportshub.com.sg","Directions/Documents/Sports-Hub-Traffic-Brochure.pdf",1,0,0,0,0,0,0,0,0,1,0,1,0
"http","www.srnonline.com","show-clocks",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.metal-supply.dk",,0,0,0,1,0,0,0,0,0,0,0,0,0
"https","www.net.com.br",,0,0,0,0,0,0,1,0,0,0,0,0,0
"https","www.slideshare.net","ashamsvk/project-report-on-digital-media-marketing",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.metalinjection.net","reviews/album-review-lord-mantis-death-mask",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.youtube.com","user/PING",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","learn.sparkfun.com","tutorials/16",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.workiva.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.jobchannel.ch",,0,0,0,0,0,0,0,0,0,1,0,1,0
"https","fas.org","sgp/crs/misc/R42078.pdf",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.matrixlab-examples.com","line-segment.html",0,0,0,1,0,0,0,0,0,0,0,0,0
"https","www.slant.co","topics/2404/~file-managers-for-windows",1,0,0,0,0,0,1,0,0,1,0,0,0
"https","www.computerhope.com","jargon/p/paraport.htm",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.apkhere.com","app/com.smartprojects.ramoptimization",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","bangla.plus",,0,0,0,0,0,0,0,0,0,1,0,1,0
"https","norecipes.com","japanese-curry-scratch",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","en.wikipedia.org","wiki/Incorporation_of_the_Bill_of_Rights",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.abbreviations.com","term/16642",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.cnc-club.ru","forum/index.php",0,0,0,1,0,0,0,0,0,0,0,0,0
"https","www.colgate.com","en-us/products/enamel-health",0,0,0,0,0,0,0,0,0,1,0,0,0
"https","estacaoxxx.wordpress.com",,0,0,0,0,0,0,0,0,1,0,0,0,0
"http","careers.stateuniversity.com","pages/100000947/Search-Engines-Future-User-Preferences-Artificial-Intelligence.html",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","energo-investment.hu",,0,0,0,1,0,0,0,0,0,1,0,1,0
"http","grouper.ieee.org","groups/802/3/10G_study/public/july99/azadet_1_0799.pdf",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.look.com.ua",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.vogella.com","tutorials/JavaAlgorithmsDijkstra/article.html",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","en.wikipedia.org","wiki/Medium_shot",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","en.wikipedia.org","wiki/Walnut_Creek_CDROM",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.nicaraguafood.org",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.handshq.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.w3schools.com","jsreF/jsref_obj_date.asp",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.kia.com","cz/dealer/pemmbrno/",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.liveatspencer68.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.ablebits.com","office-addins-blog/2014/05/15/excel-insert-hyperlink/",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.haciserif.com.tr",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.imdb.com","Title?3682448",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.alterego.gr",,0,0,0,0,0,0,0,0,0,1,0,1,0
"https","www.sportsengine.com","solutions/",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","bakeri-net.blogfa.com",,0,0,0,1,0,0,0,0,1,0,0,0,0
"http","www.wikireality.ru","wiki/Keyboard_Cat",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.grafikerler.org",,0,0,0,0,0,0,0,0,0,1,0,0,0
"http","techland.time.com","2011/03/15/south-by-southwest-interactive-the-dawn-of-location-based-gaming/",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.choose-piano-lessons.com","electronic-keyboard.html",1,0,0,1,0,0,0,0,0,0,0,0,0
"http","www.ghbook.ir","index.php?lang=fa",0,0,0,0,0,0,0,0,0,1,0,1,0
"https","www.ourbaku.com","index.php/%D0%97%D0%B0%D0%B3%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.handlestore.com",,0,0,0,0,0,0,0,0,0,1,0,0,0
"http","computer.howstuffworks.com","bittorrent1.htm",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.artediezvirtual.es",,0,0,0,0,0,0,0,0,1,1,0,1,0
"https","www.researchgate.net","publication/271074231_The_Open_Source_Modelica_Project",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.imdb.com","Title?0362165",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.dictionary.com","browse/tabloid",0,0,0,0,0,0,0,0,0,1,0,0,0
"http","www.songlyrics.com","lord-mantis/death-mask-lyrics/",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.weightworld.se",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.graphic-design-employment.com","tabloid-paper-dimensions.html",1,0,0,1,0,0,1,0,0,1,0,0,0
"https","www.facebook.com","imdbpro/",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.coursera.org","learn/algorithms-npcomplete",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.eliteprospects.com",,0,0,0,0,0,0,0,0,0,1,0,0,0
"https","www.russianlovematch.com",,0,0,0,0,0,0,0,0,1,0,0,0,0
"http","www.columbusonlineauctions.com","cgi-bin/mnhistory.cgi?coa9/1",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.ghacks.net","2010/04/13/setting-up-a-content-delivery-network-in-wordpress/",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","simple.wikipedia.org","wiki/Gettysburg_Address",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.sevenforums.com","drivers/210625-bluetooth-peripheral-device-driver-device-unplugged-not-found.html",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","photographyspark.com","search-engine-optimization-for-photographers-seo-basics/",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","xbooks.to",,0,0,0,0,0,0,0,0,0,1,0,1,0
"http","techteach.no",,0,0,0,0,0,0,0,0,0,1,0,1,0
"https","www.annabelle.com.cy",,0,0,0,0,0,0,0,0,0,1,0,1,0
"https","en.wikipedia.org","wiki/Ionosphere",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","toppave.com.sg",,0,0,0,0,0,0,0,0,1,1,0,1,0
"http","www.novell.com","documentation/oes11/dsfw_bp_lx/",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.techlahoma.org",,0,0,0,0,0,0,0,0,1,0,0,0,0
"http","www.passiveaggressivehusband.com","break-up-with-a-passive-aggressive-man/",1,0,0,0,0,0,0,0,1,0,0,0,0
"https","www.corbaraweb.com","shop/it/",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.internetslang.com","DNA-meaning-definition.asp",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.networksorcery.com","enp/rfc/rfc2812.txt",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.mousebreaker.com","games/clicker",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.jacobspillow.org",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.saldo.ch",,0,0,0,0,0,0,0,0,0,1,0,1,0
"http","www.linfo.org","osi_model.html",0,0,0,0,0,0,0,0,0,1,0,0,0
"https","www.off-the-road.de",,0,0,0,1,0,0,0,0,0,1,0,1,0
"https","www.tulsapolice.org","police-report/collision-report.aspx",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","dorkdiaries.co.uk",,0,0,0,0,0,0,0,0,1,0,0,0,0
"http","p30banksoal.blogfa.com",,0,0,0,0,0,0,0,0,1,0,0,0,0
"http","www.thefreedictionary.com","compact+disc",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.arcanelegendsgame.com",,0,0,0,0,0,0,0,0,0,1,0,0,0
"http","www.casinocitytimes.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.smart-wiki.net",,0,0,0,1,0,0,0,0,1,0,0,0,0
"https","www.lifewire.com","free-memory-test-programs-2626178",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","kywait.blogspot.com",,0,0,0,0,0,0,1,0,0,1,1,1,0
"https","www.drawdown.org",,0,0,0,0,0,0,0,0,0,1,0,0,0
"https","jamthomp.weebly.com",,0,0,0,0,0,0,0,0,1,1,0,0,0
"https","blog.roku.com","blog/2016/08/18/discovery-tlc-animal-planet-science-discovery-investigation-now-streaming-on-the-roku-platform/",1,0,0,0,0,0,0,0,0,1,0,0,0
"https","www.lebara.com.au",,0,0,0,0,0,0,0,0,0,1,0,1,0
"https","www.recyclingcenters.org",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.wikihow.com","Set-Up-a-Wireless-Router",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.101domain.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","zhanglab.ccmb.med.umich.edu","ThreaDom/",0,0,0,0,1,0,0,0,0,1,0,1,0
"http","www.zerodollartips.com","best-search-engines-in-the-world/",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.piano-play-it.com","layout-piano-keys.html",0,0,0,1,0,0,1,0,0,1,0,0,0
"http","www.brighthub.com","electronics/home-theater/articles/111893.aspx",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.gaudi.ch","GaudiLabs/?page_id=19",0,0,0,0,0,0,0,0,0,1,0,1,0
"http","www.nairaland.com","1208097/meet-cnn-internationals-anchors-reporters",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.blindkids.org",,0,0,0,0,0,0,0,0,1,1,0,0,0
"https","www.cloudaccess.net","cloud-control-panel-ccp/157-dns-management/319-resolving-dns-http-redirect-issues.html",1,0,0,0,0,0,0,1,0,0,0,0,0
"https","www.luxuryloft.eu",,0,0,0,0,0,0,0,0,1,1,0,1,0
"https","www.forbes.com","profile/tory-burch/",0,0,0,0,0,0,0,0,0,1,0,0,0
"https","russeprofilering.no",,0,0,0,0,0,0,0,0,1,1,0,1,0
"https","www.ourdocuments.gov",,0,0,0,0,0,0,0,0,0,1,0,1,0
"http","www.danoday.com","hotclock/",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.sitepoint.com","the-blackletter-typeface-a-long-and-colored-history/",1,0,0,0,0,0,1,0,0,0,0,0,0
"https","www.unmannedtechshop.co.uk",,0,0,0,0,0,0,0,0,0,1,0,0,0
"http","www.fingerprinting.com","fingerprint-patterns.php",1,0,0,0,0,0,0,0,1,0,0,0,0
"http","www.personalniyhoroskop.com",,0,0,0,0,0,0,0,0,1,0,0,0,0
"https","scenari.software",,0,0,0,0,0,0,0,0,0,1,0,1,0
"http","www.chiomegaslo.com",,0,0,0,0,0,0,0,0,1,0,0,0,0
"http","www.atmi.gr",,0,0,0,0,0,0,0,0,1,1,0,1,0
"https","www.iplocation.net","mac-address",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.skm-eleksys.com","2011/02/transmission-tower-types.html",1,0,0,1,0,0,0,0,0,0,0,0,0
"https","forums.digitalpoint.com","threads/how-to-convert-txt-files-to-csv.1446799/",1,0,0,0,0,0,1,0,0,0,0,0,0
"https","www.conceptcarz.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.computerhope.com","jargon/m/memocard.htm",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","dick-of.cubehost.ru","archive/2015/1.php?n=25&id=128520",1,0,0,1,0,0,0,0,1,0,0,0,1
"https","www.slideshare.net","gibsondaniel83/market-segmentation-targeting-and-positioning",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.armstronggarden.com","?SID=k11lf2097p3d8ucjusrcidcle6",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.voog.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.sammonsfinancialgroup.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","sjec.edu.in",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","plus.google.com","+vh1",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.orafaq.com","wiki/Roles_and_Responsibilities",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.extremetech.com","computing/179066-what-is-mesh-networking-and-why-apples-adoption-in-ios-7-could-change-the-world",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.habitas.org.uk","nimars/mmusculush.htm",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.winxdvd.com","windows-10/movie-maker-download.htm",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.helpathome.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"https","en.wikibooks.org","wiki/Operating_System_Design/File_Systems/Allocation",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.discogs.com","artist/Linkin+Park",0,0,0,0,0,0,0,0,0,1,0,0,0
"https","www.hipertrofia.org","blog/",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.minus40.info","ice/dracula-old.html",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.goodgame.hr",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","dasisko.sk",,0,0,0,0,0,0,0,0,1,0,0,0,0
"http","www.codeboiler.net",,0,0,0,0,0,0,0,0,1,0,0,0,0
"http","www.definitions.net","definition/compact%20disc",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.price2india.com",,0,0,0,0,0,0,0,0,0,1,0,0,0
"http","en.academic.ru","dic.nsf/enwiki/189565",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","taste-s.blogspot.com",,0,0,0,1,0,0,1,0,1,1,1,1,0
"https","www.gilderlehrman.org","sites/default/files/inline-pdfs/Gettysburg%20Address%20Analysis.pdf",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.iptvlinkusa.com",,0,0,0,0,0,0,0,0,1,0,0,0,0
"https","www.gradschools.com","programs/graphic-design-multimedia",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.hpcfactor.com","forums/forums/thread-view.asp?tid=15430&start=1",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.metropolitandecor.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.dictionary.com","browse/traffic",0,0,0,0,0,0,0,0,0,1,0,0,0
"http","www.internetserviceproviders.org","in/seattle/",0,0,0,0,0,0,0,0,1,1,0,0,0
"https","genius.com","Kendrick-lamar-dna-lyrics",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.shopforaurelia.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","phpsecurity.readthedocs.io","en/latest/Transport-Layer-Security-(HTTPS-SSL-and-TLS).html",1,0,0,0,0,0,0,0,0,1,0,0,0
"http","www.dictionary.com","browse/select-committee",0,0,0,0,0,0,0,0,0,1,0,0,0
"https","www.ingame.de",,0,0,0,0,0,0,0,0,0,1,0,1,0
"https","www.hfunderground.com","wiki/Ionosphere",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.shellyfergusonphotography.com",,0,0,0,0,0,0,0,0,1,0,0,0,0
"https","www.quora.com","Where-can-I-find-the-Click-Through-Rate-CTR-industry-standards-for-healthcare-search-advertising-as-well-as-other-digital-averages",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","computerbla3.blogspot.ru","2010/02/cd-rom.html",0,0,0,0,0,0,0,0,1,1,1,1,0
"http","www.thefreedictionary.com","select+committee",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.onecklace.com","fingerprint-jewelry/",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.facebook.com","savers",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.answers.com","Q/Digital_media_salary",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","chicowhitaker.wordpress.com",,0,0,0,0,0,0,0,0,1,0,0,0,0
"http","useful_english.enacademic.com","76401/latency_stage",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.definitions.net","definition/STANDARD%20ERROR",1,0,0,0,0,0,0,0,0,0,0,0,0
"https","www.sriexecutive.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","internetserviceprovidersnyc.weebly.com",,0,0,0,0,0,0,0,0,1,1,0,0,0
"http","www.wikihow.com","Get-a-Free-Internet-Connection",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","forums.geforce.com","default/topic/844027/?comment=4759331",1,0,0,0,0,0,0,0,0,1,0,0,0
"https","www.alteredgamer.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
"http","www.mathsisfun.com","geometry/symbols.html",0,0,0,0,0,0,0,0,0,0,0,0,0
"https","raphaelhammoud.wordpress.com",,0,0,0,0,0,0,0,0,1,0,0,0,0
"https","www.wunderground.com","us/ca/fontana",0,0,0,0,0,0,0,0,0,1,0,0,0
"http","truma.no",,0,0,0,0,0,0,0,0,1,1,0,1,0
"http","www.ijedr.org","papers/IJEDR1302022.pdf",0,0,0,0,0,0,0,0,0,1,0,0,0
"http","www.magnetic-shield.com","pdf/magnetic_fields_shields_overview.pdf",1,0,0,1,0,0,0,0,0,0,0,0,0
"https","www.networksolutions.com","whois/index.jsp",0,0,0,0,0,0,0,0,0,0,0,0,0
"http","z80-heaven.wikidot.com",,0,0,0,1,0,0,1,0,1,1,0,0,0
"https","tr.foursquare.com","v/the-hardware-store/4a2ff541f964a520fa981fe3",1,0,0,0,0,0,0,0,0,0,0,0,0
"http","sims4luxury.blogspot.com",,0,0,0,0,0,0,1,0,0,1,1,1,0
"https","www.geldrugzak.nl",,0,0,0,0,0,0,0,0,1,1,0,1,0
"http","www.passivehousecanada.com",,0,0,0,0,0,0,0,0,0,0,0,0,0
